id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
134,0030,f30,barbell-shrugs,Barbell Shrugs,http://db.everkinetic.com/exercise/barbell-shrugs,This is an exercise for trapezius strengthening.,isolation,trapezius,,barbell,,"http://img.everkinetic.com/?action=image&id=134&number=0&key=69cadbdd2&version=d3cabdff&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=134&number=1&key=69cadbdd2&version=2fc67cd1&size=960,960&download=large",_images/web/barbell-shrugs-1.png,_images/web/barbell-shrugs-2.png,Stand on the floor with your abs drawn in and your back straight.,Grasp a barbell with a grip a little wider than shoulder width at arms length.,Drop your shoulders as much as possible to start.,Raise your shoulder as high as possible.,Pause for a moment at the top and then return to starting position in a controlled motion.,Repeat.,Do not arch your back at all during the exercise.,,,,,,,,,,,,,,
137,0031,f31,incline-shoulder-press-dumbbell,Incline Shoulder Press Dumbbell,http://db.everkinetic.com/exercise/incline-shoulder-press-dumbbell,This is an exercise for shoulder strengthening.,isolation,shoulders,,dumbbell,,"http://img.everkinetic.com/?action=image&id=137&number=0&key=69cadbdd2&version=9953e6cc&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=137&number=1&key=69cadbdd2&version=0322b66d&size=960,960&download=large",_images/web/incline-shoulder-press-dumbbell-1.png,_images/web/incline-shoulder-press-dumbbell-2.png,Lie down on an incline bench with your feet flat on the floor and grasp the dumbbells.,With your elbows bent raise your arms up until in line with your shoulders this is your starting position.,"With your abs drawn in, raise the dumbbells as high as you are able above your shoulders.",Lower the dumbbells in a slow controlled manner to starting position.,,,,,,,,,,,,,,,,,
143,0032,f32,bent-over-rear-deltoid-raise-with-head-on-bench,Bent Over Rear Deltoid Raise With Head On Bench,http://db.everkinetic.com/exercise/bent-over-rear-deltoid-raise-with-head-on-bench,This is an exercise for shoulder strengthening.,isolation,shoulders,,dumbbells,,"http://img.everkinetic.com/?action=image&id=143&number=0&key=69cadbdd2&version=b6260102&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=143&number=1&key=69cadbdd2&version=f0f4b8d5&size=960,960&download=large",_images/web/bent-over-rear-deltoid-raise-with-head-on-bench-1.png,_images/web/bent-over-rear-deltoid-raise-with-head-on-bench-2.png,"Rest your forehead on an incline bench in oder to stabilise your movements so you are bent over with your back parallel to the floor, draw your abs in.",Grasp dumbbells in your hands with your arms straight and elbows slightly bent ensuring they are not locked.,Slowly raise the dumbbells up to shoulder height.,Pause for a moment and then return to the starting position.,Repeat.,,ensure your back is straight and parallel to the floor throughout the exercise.,,,,,,,,,,,,,,
146,0033,f33,front-dumbbell-raise,Front Dumbbell Raise,http://db.everkinetic.com/exercise/front-dumbbell-raise,This is an exercise for shoulder strengthening.,isolation,shoulders,,dumbbells,,"http://img.everkinetic.com/?action=image&id=146&number=0&key=69cadbdd2&version=038d3f51&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=146&number=1&key=69cadbdd2&version=5fc4f682&size=960,960&download=large",_images/web/front-dumbbell-raise-1.png,_images/web/front-dumbbell-raise-2.png,"Stand with a dumbbell in each hand with an overhand grip, your feet shoulder width apart and your abs drawn in.",Keeping each arm straight raise your left arm to just above shoulder height.,Pause for a moment then in a controlled motion lower the weight to starting position and repeat with your right arm.,<h3></h3>,,,,,,,,,,,,,,,,,
149,0034,f35,internal-cable-rotation,Internal Cable Rotation,http://db.everkinetic.com/exercise/internal-cable-rotation,This is an exercise for shoulder and biceps strengthening.,compound,shoulders,biceps,cable machine,,"http://img.everkinetic.com/?action=image&id=149&number=0&key=69cadbdd2&version=2dd7d1a2&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=149&number=1&key=69cadbdd2&version=d0fa8db8&size=960,960&download=large",_images/web/internal-cable-rotation-1.png,_images/web/internal-cable-rotation-2.png,Sit on the floor with your body close to low cable pulley.,Grasp the pulley with your left arm and position your elbow bent at 90 degree angle.,Pull the cable towards your body and internally rotate your shoulder until your forearm is across your abs.,Return to starting position.,Repeat with right arm.,,Ensure your back is straight throughout the exercise.,,,,,,,,,,,,,,
152,0035,f36,seated-rear-lateral-cable-raise,Seated Rear Lateral Cable Raise,http://db.everkinetic.com/exercise/seated-rear-lateral-cable-raise,Tis is an exercise for shoulder strengthening.,isolation,shoulders,,cable machine,,"http://img.everkinetic.com/?action=image&id=152&number=0&key=69cadbdd2&version=cecf8b97&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=152&number=1&key=69cadbdd2&version=7353f148&size=960,960&download=large",_images/web/seated-rear-lateral-cable-raise-1.png,_images/web/seated-rear-lateral-cable-raise-2.png,Sit on the edge of a bench with your feet on the floor in front of you.,"Rest your chest on your thighs with your back straight, grasp the cable pulleys with opposite hands.",Raise your upper arms to shoulder height. Pause at the top for a moment.,Lower your arms to the starting position in a controlled motion.,Repeat.,,,,,,,,,,,,,,,,
163,0300,,cuban-dumbbell-press,Cuban Dumbbell Press,http://db.everkinetic.com/exercise/cuban-dumbbell-press,This is a three point exercise for shoulder and middle back strengthening.,isolation,shoulders,middle back,dumbbells,,"http://img.everkinetic.com/?action=image&id=163&number=0&key=69cadbdd2&version=9ef03565&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=163&number=1&key=69cadbdd2&version=43883c70&size=960,960&download=large",_images/web/cuban-dumbbell-press-1.png,_images/web/cuban-dumbbell-press-2.png,"Grasp dumbbells in each hand with a pronated grip (palms facing back wards, your shoulder rotated forward.","Stand upright with your feet shoulder width apart and your knees slightly bent, contract your abdominals.",Slowly lift your arms up so elbows are bent and parallel with the floor while you squeeze your shoulders together.,"then rotate your arms, bringing the dumbbells forward so that they are now above your shoulder and in line with your elbows.",In a controlled manner lower your arms and return to the starting position.,Repeat.,Start with a lower weight in order to perfect the technique.,Maintain a good upright posture through out the exercise.,,,,,,"http://img.everkinetic.com/?action=image&id=163&number=2&key=69cadbdd2&version=37056971&size=960,960&download=large",_images/web/cuban-dumbbell-press-3.png,,,,,,
164,0037,f38,lying-one-arm-rear-lateral-raise,Lying One Arm Rear Lateral Raise,http://db.everkinetic.com/exercise/lying-one-arm-rear-lateral-raise,This is an exercise for shoulder strengthening.,isolation,shoulders,,dumbbell,flat bench,"http://img.everkinetic.com/?action=image&id=164&number=0&key=69cadbdd2&version=a528f8a8&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=164&number=1&key=69cadbdd2&version=4302dd3e&size=960,960&download=large",_images/web/lying-one-arm-rear-lateral-raise-1.png,_images/web/lying-one-arm-rear-lateral-raise-2.png,Lay face down on a flat bench high enough for your arms to hang down to the floor.,Place a dumbbell at your side.,Your other hand not grasping the dumbbell can be on the floor stabilising your movements.,Grasp the dumbbell in your hand and raise your upper arm to shoulder height.,Keep your arm straight and perpendicular to your chest with a slight bend in the elbow.,In a slow controlled manner lower your arm to starting position.,Ensure your back is straight throughout this exercise.,,,,,,,,,,,,,,
167,0038,f40,one-arm-dumbbell-shoulder-press,One Arm Dumbbell Shoulder Press,http://db.everkinetic.com/exercise/one-arm-dumbbell-shoulder-press,This is an exercise for shoulder strengthening.,isolation,shoulders,triceps,dumbbell,,"http://img.everkinetic.com/?action=image&id=167&number=0&key=69cadbdd2&version=643bb0f4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=167&number=1&key=69cadbdd2&version=2d1d59f8&size=960,960&download=large",_images/web/one-arm-dumbbell-shoulder-press-1.png,_images/web/one-arm-dumbbell-shoulder-press-2.png,"Stand with your feet shoulder width apart, back straight and abs drawn in.",Grasp a dumbbell in your hand and lift it with a bent elbow to your shoulder height to start.,Lift the dumbbell straight up till your arm is fully extended overhead.,Lower in a controlled manner and return to starting position.,Repeat.,,,,biceps,,,,,,,,,,,,
170,0039,f41,one-arm-upright-row,One Arm Upright Row,http://db.everkinetic.com/exercise/one-arm-upright-row,This is an exercise for shoulder and trapezius strengthening.,isolation,shoulders,trapezius,dumbbell,,"http://img.everkinetic.com/?action=image&id=170&number=0&key=69cadbdd2&version=b74858a0&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=170&number=1&key=69cadbdd2&version=b7056e17&size=960,960&download=large",_images/web/one-arm-upright-row-1.png,_images/web/one-arm-upright-row-2.png,"Stand near a post or other stable tall object. With your one hand, hold the post.",Grasp the dumbbell in your other hand with a pronated grip (palms facing backwards).,"Place the dumbbell in front of your thigh, this is starting position.",Lift the dumbbell upward to your shoulder with your elbow pointing away from your body in a rowing motion.,Lower your arm to starting position and repeat.,,,,,,,,,,,,,,,,
210,0040,f42,dumbbell-raise,Dumbbell Raise,http://db.everkinetic.com/exercise/dumbbell-raise,This is an exercise for shoulder and biceps strengthening.,isolation,shoulders,biceps,dumbbells,,"http://img.everkinetic.com/?action=image&id=210&number=0&key=69cadbdd2&version=289dfb94&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=210&number=1&key=69cadbdd2&version=bbbb73ad&size=960,960&download=large",_images/web/dumbbell-raise-1.png,_images/web/dumbbell-raise-2.png,Stand upright with your feet shoulder width apart and a slight bend in your knees.,"Grasp a dumbbell in each hand, in front of your thighs. This is your starting position.",Draw your abs in.,Raise the dumbbells up on either side of your ribs in a rowing motion by bending your elbows moving them outwards.,Lower to starting position and repeat.,,,,,,,,,,,,,,,,
215,0041,f44,smith-machine-shoulder-shrugs,Smith Machine Shoulder Shrugs,http://db.everkinetic.com/exercise/smith-machine-shoulder-shrugs,This is an exercise for shoulder strengthening.,isolation,shoulders,,smith machine,,"http://img.everkinetic.com/?action=image&id=215&number=0&key=69cadbdd2&version=11647baf&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=215&number=1&key=69cadbdd2&version=43a41394&size=960,960&download=large",_images/web/smith-machine-shoulder-shrugs-1.png,_images/web/smith-machine-shoulder-shrugs-2.png,Place the barbell at waist height.,Stand with your feet shoulder width apart and your abs drawn in.,Grasp the bar with an overhand grip and straightened arms.,"As you lift the bar allow the weight to pull your shoulders down, shrug your shoulders up and to the back.",Hold for a moment and then return to starting position.,,,,,,,,,,,,,,,,
219,0043,f46,incline-bench-press,Incline Bench Press,http://db.everkinetic.com/exercise/incline-bench-press,This is an exercise for chest and triceps strengthening.,isolation,chest,triceps,incline bench,barbell,"http://img.everkinetic.com/?action=image&id=219&number=0&key=69cadbdd2&version=b74cfe62&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=219&number=1&key=69cadbdd2&version=7e721957&size=960,960&download=large",_images/web/incline-bench-press-1.png,_images/web/incline-bench-press-2.png,"Lie flat on an incline bench set at a 45 degree angle, with your feet shoulder width apart.",Grasp the bar a little wider than shoulder width apart.,"Raise the barbell above your body and move it over the middle of your chest, this is your starting position.",Lower the bar down so it just touches your chest.,Raise the bar straight up till your arms are fully extended and your elbows are locked.,Return to starting position.,Do not bounce the bar off your chest always maintain a controlled motion.,,,,,,,,,,,,,,
